2010,Solvent flux behavior and rejection characteristics of hydrophilic and hydrophobic mesoporous and microporous TiO<inf>2</inf> and ZrO<inf>2</inf> membranes,"Dobrak A., Verrecht B., Van den Dungen H., Buekenhoudt A., Vankelecom I.F.J., Van der Bruggen B.",3767388,Journal of Membrane Science,346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,3,7,5,3,4,3,3,0,41
2016,Zwitterionic functionalized layered double hydroxides nanosheets for a novel charged mosaic membrane with high salt permeability,"Wang J., Zhang Y., Zhu J., Hou J., Liu J., Van der Bruggen B.",3767388,Journal of Membrane Science,510, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,8,7,11,0,40
2014,Desalination feasibility study of an industrial NaCl stream by bipolar membrane electrodialysis,"Ghyselbrecht K., Silva A., Van der Bruggen B., Boussu K., Meesschaert B., Pinoy L.",3014797,Journal of Environmental Management,140, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,12,7,3,0,40
2017,Enzymatic construction of antibacterial ultrathin membranes for dyes removal,"Wang J., Qin L., Lin J., Zhu J., Zhang Y., Liu J., Van der Bruggen B.",13858947,Chemical Engineering Journal,323, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,8,10,0,39
2014,Developing a feed forward multilayer neural network model for prediction of CO<inf>2</inf> solubility in blended aqueous amine solutions,"Hamzehie M.E., Mazinani S., Davardoost F., Mokhtare A., Najibi H., Van der Bruggen B., Darvishmanesh S.",18755100,Journal of Natural Gas Science and Engineering,21, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,9,7,4,0,39
2013,Sorption of phenolic compounds on NF/RO membrane surfaces: Influence on membrane performance,"Sotto A., Arsuaga J.M., Van der Bruggen B.",119164,Desalination,309, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,4,10,8,3,0,0,39
2009,Coupled series-parallel resistance model for transport of solvent through inorganic nanofiltration membranes,"Darvishmanesh S., Buekenhoudt A., Degreve J., Van der Bruggen B.",13835866,Separation and Purification Technology,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,4,5,4,6,3,3,0,39
2009,Integrated nanofiltration cascades with low salt rejection for complete removal of pesticides in drinking water production,"Caus A., Vanderhaegen S., Braeken L., Van der Bruggen B.",119164,Desalination,241, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,2,6,3,3,4,5,2,0,0,39
2018,High-flux thin film composite membranes for nanofiltration mediated by a rapid co-deposition of polydopamine/piperazine,"Zhu J., Yuan S., Uliana A., Hou J., Li J., Li X., Tian M., Chen Y., Volodin A., der Bruggen B.V.",3767388,Journal of Membrane Science,554, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,16,0,38
2015,Recovery of uranium ions from simulated seawater with palygorskite/amidoxime polyacrylonitrile composite,"Yu H.-W., Yang S.-S., Ruan H.-M., Shen J.-N., Gao C.-J., Van der Bruggen B.",1691317,Applied Clay Science,111, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,9,5,0,38
2014,Simulation and environmental evaluation of process design: Distillation vs. hybrid distillation-pervaporation for methanol/tetrahydrofuran separation,"Luis P., Amelio A., Vreysen S., Calabro V., Van der Bruggen B.",3062619,Applied Energy,113, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,12,3,4,0,38
2011,The potential of pervaporation for separation of acetic acid and water mixtures using polyphenylsulfone membranes,"Jullok N., Darvishmanesh S., Luis P., Van der Bruggen B.",13858947,Chemical Engineering Journal,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,6,5,4,3,3,0,38
2010,Performance of solvent-pretreated polyimide nanofiltration membranes for separation of dissolved dyes from toluene,"Darvishmanesh S., Degre J., Bruggen B.V.D.",8885885,Industrial and Engineering Chemistry Research,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,7,3,3,6,5,1,0,38
2006,Flux decline in nanofiltration due to adsorption of dissolved organic compounds: Model prediction of time dependency,"Braeken L., Van Der Bruggen B., Vandecasteele C.",15206106,Journal of Physical Chemistry B,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,7,3,4,0,3,5,4,1,0,0,0,38
2005,Nanofiltration of nonionic surfactants: Effect of the molecular weight cutoff and contact angle on flux behavior,"Cornelis G., Boussu K., Van Der Bruggen B., Devreese I., Vandecasteele C.",8885885,Industrial and Engineering Chemistry Research,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,4,1,4,2,3,3,5,0,4,2,0,0,38
2017,Sulfonated reduced graphene oxide modification layers to improve monovalent anions selectivity and controllable resistance of anion exchange membrane,"Zhao Y., Tang K., Ruan H., Xue L., Van der Bruggen B., Gao C., Shen J.",3767388,Journal of Membrane Science,536, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,6,0,37
2008,To what extent are pesticides removed from surface water during coagulation-flocculation?,"Thuy P.T., Moons K., Van Dijk J.C., Viet Anh N., Van Der Bruggen B.",17476585,Water and Environment Journal,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,8,4,2,1,4,3,1,0,37
2004,Determination of parameters affecting transport in polymeric membranes: Parallels between pervaporation and nanofiltration,"Van Der Bruggen B., Jansen J.C., Figoli A., Geens J., Van Baden D., Drioli E., Vandecasteele C.",15206106,Journal of Physical Chemistry B,108,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,7,1,3,3,2,4,0,1,1,1,2,1,0,37
2015,Fabrication of a thin film nanocomposite hollow fiber nanofiltration membrane for wastewater treatment,"Liu T.-Y., Liu Z.-H., Zhang R.-X., Wang Y., Bruggen B.V.D., Wang X.-L.",3767388,Journal of Membrane Science,488, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,7,5,5,0,36
2015,Environmental evaluation of bipolar membrane electrodialysis for NaOH production from wastewater: Conditioning NaOH as a CO<inf>2</inf> absorbent,"Ye W., Huang J., Lin J., Zhang X., Shen J., Luis P., Van Der Bruggen B.",13835866,Separation and Purification Technology,144, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,11,4,0,36
2015,Surface modification of composite ion exchange membranes by polyaniline,"Farrokhzad H., Moghbeli M.R., Van Gerven T., Van Der Bruggen B.",13815148,Reactive and Functional Polymers,86, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,6,10,3,0,36
2013,Nano-WS<inf>2</inf> embedded PES membrane with improved fouling and permselectivity,"Lin J., Zhang R., Ye W., Jullok N., Sotto A., Van der Bruggen B.",219797,Journal of Colloid and Interface Science,396, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,13,6,3,2,0,36
2012,Improved membrane structures for seawater desalination by studying the influence of sublayers,"Sotto A., Rashed A., Zhang R.-X., Martinez A., Braken L., Luis P., Van der Bruggen B.",119164,Desalination,287, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,7,5,2,9,1,0,36
2012,Effect of turning frequencies on composting biodegradable municipal solid waste quality,"Getahun T., Nigusie A., Entele T., Gerven T.V., Bruggen B.V.D.",9213449,"Resources, Conservation and Recycling",65, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,8,2,13,1,0,36
2011,Techno-economic evaluation of membrane cascades relative to simulated moving bed chromatography for the purification of mono- and oligosaccharides,"Vanneste J., De Ron S., Vandecruys S., Soare S.A., Darvishmanesh S., Van Der Bruggen B.",13835866,Separation and Purification Technology,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,8,4,5,3,1,0,36
2015,Simultaneous regeneration of inorganic acid and base from a metal washing step wastewater by bipolar membrane electrodialysis after pretreatment by crystallization in a fluidized pellet reactor,"Tran A.T.K., Mondal P., Lin J., Meesschaert B., Pinoy L., Van der Bruggen B.",3767388,Journal of Membrane Science,473, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,8,5,5,0,35
2012,Effect of the manufacturing conditions on the structure and performance of thin-film composite membranes,"Zhang R.-X., Vanneste J., Poelmans L., Sotto A., Wang X.-L., Van Der Bruggen B.",218995,Journal of Applied Polymer Science,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,5,4,7,6,3,0,35
2009,The use of integrated countercurrent nanofiltration cascades for advanced separations,"Caus A., Braeken L., Boussu K., Van der Bruggen B.",2682575,Journal of Chemical Technology and Biotechnology,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,6,4,4,1,7,1,1,0,35
2003,Desalination by distillation and by reverse osmosis - Trends towards the future,Van der Bruggen B.,9582118,Membrane Technology,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,2,3,4,3,5,5,0,35
2019,Polyimides in membrane gas separation: Monomer's molecular design and structural engineering,"Sanaeepur H., Ebadi Amooghin A., Bandehali S., Moghadassi A., Matsuura T., Van der Bruggen B.",796700,Progress in Polymer Science,91, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,34
2017,Preparation of a monovalent selective anion exchange membrane through constructing a covalently crosslinked interface by electro-deposition of polyethyleneimine,"Pan J., Ding J., Tan R., Chen G., Zhao Y., Gao C., der Bruggen B.V., Shen J.",3767388,Journal of Membrane Science,539, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,12,4,0,34
2014,Hydrophilic membranes to replace molecular sieves in dewatering the bio-ethanol/water azeotropic mixture,"Kang Q., Huybrechts J., Van Der Bruggen B., Baeyens J., Tan T., Dewil R.",13835866,Separation and Purification Technology,136, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,6,6,2,0,34
2014,Exergy analysis of energy-intensive production processes: Advancing towards a sustainable chemical industry,"Luis P., Van der Bruggen B.",2682575,Journal of Chemical Technology and Biotechnology,89,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,11,5,4,0,34
2005,Modeling of the adsorption of organic compounds on polymeric nanofiltration membranes in solutions containing two compounds,"Braeken L., Boussu K., Van Der Bruggen B., Vandecasteele C.",14394235,ChemPhysChem,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,6,2,3,3,2,2,1,1,3,1,0,34
2016,Oriented Clay Nanotube Membrane Assembled on Microporous Polymeric Substrates,"Qin L., Zhao Y., Liu J., Hou J., Zhang Y., Wang J., Zhu J., Zhang B., Lvov Y., Van Der Bruggen B.",19448244,ACS Applied Materials and Interfaces,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,6,0,33
2015,Development of bivalent cation selective ion exchange membranes by varying molecular weight of polyaniline,"Farrokhzad H., Darvishmanesh S., Genduso G., Van Gerven T., Van Der Bruggen B.",134686,Electrochimica Acta,158, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,11,4,0,33
2012,Current pesticide practices and environmental issues in Vietnam: Management challenges for sustainable use of pesticides for tropical crops in (South-East) Asia to avoid environmental pollution,"Thuy P.T., van Geluwe S., Nguyen V.-A., van der Bruggen B.",14384957,Journal of Material Cycles and Waste Management,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,3,11,5,0,33
2008,Simulation of a hybrid pervaporation-distillation process,"Verhoef A., Degreve J., Huybrechs B., Van Veen H., Pex P., Van Der Bruggen B.",981354,Computers and Chemical Engineering,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,4,3,7,1,1,3,3,0,0,0,33
2006,The challenge of zero discharge: From water balance to regeneration,"Van der Bruggen B., Braeken L.",119164,Desalination,188, 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,2,4,3,3,2,0,5,1,0,1,0,33
2006,Experimental study and modelling of Cr (VI) removal from wastewater using Lemna minor,"Oporto C., Arce O., Van Den Broeck E., Van Der Bruggen B., Vandecasteele C.",431354,Water Research,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,6,3,4,3,2,1,1,3,1,0,33
2015,Mono-valent cation selective membranes for electrodialysis by introducing polyquaternium-7 in a commercial cation exchange membrane,"Li J., Zhou M.-L., Lin J.-Y., Ye W.-Y., Xu Y.-Q., Shen J.-N., Gao C.-J., Bruggen B.V.D.",3767388,Journal of Membrane Science,486, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,11,7,4,0,32
2015,Application of artificial neural networks for estimation of solubility of acid gases (H<inf>2</inf>S and CO<inf>2</inf>) in 32 commonly ionic liquid and amine solutions,"Hamzehie M.E., Fattahi M., Najibi H., Van der Bruggen B., Mazinani S.",18755100,Journal of Natural Gas Science and Engineering,24, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,5,4,3,0,32
2018,Adsorption of Ni(II) on spent coffee and coffee husk based activated carbon,"Hernandez Rodiguez M., Yperman J., Carleer R., Maggen J., Daddi D., Gryglewicz G., Van der Bruggen B., Falcon Hernandez J., Otero Calvis A.",22133437,Journal of Environmental Chemical Engineering,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,7,0,31
2017,Super-hydrophobic 3D printed polysulfone membranes with a switchable wettability by self-assembled candle soot for efficient gravity-driven oil/water separation,"Yuan S., Strobbe D., Kruth J.-P., Van Puyvelde P., Van Der Bruggen B.",20507488,Journal of Materials Chemistry A,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,9,0,31
2015,Comparison between hydrophilic and hydrophobic metal nanoparticles on the phase separation phenomena during formation of asymmetric polyethersulphone membranes,"Garcia-Ivars J., Iborra-Clar M.-I., Alcaina-Miranda M.-I., Van der Bruggen B.",3767388,Journal of Membrane Science,493, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,7,3,0,31
2015,Novel composite cation exchange films based on sulfonated PVDF for electromembrane separations,"Farrokhzad H., Kikhavani T., Monnaie F., Ashrafizadeh S.N., Koeckelberghs G., Van Gerven T., Van der Bruggen B.",3767388,Journal of Membrane Science,474, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,5,4,0,31
2014,Binary metal oxides for composite ultrafiltration membranes,"Sotto A., Kim J., Arsuaga J.M., Del Rosario G., Martinez A., Nam D., Luis P., Van Der Bruggen B.",20507488,Journal of Materials Chemistry A,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,9,6,1,0,31
2013,Preparation of highly pure tetrapropyl ammonium hydroxide using continuous bipolar membrane electrodialysis,"Shen J.-N., Yu J., Huang J., Van der Bruggen B.",13858947,Chemical Engineering Journal,220, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,8,3,4,0,31
2013,Towards high resolution membrane-based pharmaceutical separations,"Vanneste J., Ormerod D., Theys G., Van Gool D., Van Camp B., Darvishmanesh S., Van der Bruggen B.",2682575,Journal of Chemical Technology and Biotechnology,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,6,4,6,0,0,0,31
2003,Direct nanofiltration of surface water using capillary membranes: Comparison with flat sheet membranes,"Van der Bruggen B., Hawrijk I., Cornelissen E., Vandecasteele C.",13835866,Separation and Purification Technology,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,0,3,3,2,2,3,2,1,2,1,0,0,31
2018,Conventional Ultrafiltration As Effective Strategy for Dye/Salt Fractionation in Textile Wastewater Treatment,"Jiang M., Ye K., Deng J., Lin J., Ye W., Zhao S., Van Der Bruggen B.",0013936X,Environmental Science and Technology,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,12,0,30
2012,Nanofiltration and nanostructured membranes-Should they be considered nanotechnology or not?,"Mueller N.C., Van der Bruggen B., Keuter V., Luis P., Melin T., Pronk W., Reisewitz R., Rickerby D., Rios G.M., Wennekes W., Nowack B.",3043894,Journal of Hazardous Materials,211-212, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,2,9,2,2,0,30
2010,Pervaporation of binary water-alcohol and methanol-alcohol mixtures through microporous methylated silica membranes: Maxwell-Stefan modeling,"Bettens B., Verhoef A., van Veen H.M., Vandecasteele C., Degreve J., Van der Bruggen B.",981354,Computers and Chemical Engineering,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,3,7,3,1,4,3,1,0,30
2018,CO<inf>2</inf> Capture Using Hollow Fiber Membranes: A Review of Membrane Wetting,"Ibrahim M.H., El-Naas M.H., Zhang Z., Van Der Bruggen B.",8870624,Energy and Fuels,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,5,0,29
2016,How to select a membrane distillation configuration? Process conditions and membrane influence unraveled,"Eykens L., Reyns T., De Sitter K., Dotremont C., Pinoy L., Van der Bruggen B.",119164,Desalination,399, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,3,0,29
2015,Phosphate pre-concentration from municipal wastewater by selectrodialysis: Effect of competing components,"Tran A.T.K., Zhang Y., Lin J., Mondal P., Ye W., Meesschaert B., Pinoy L., Van Der Bruggen B.",13835866,Separation and Purification Technology,141, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,10,3,0,28
2015,Humic acid fouling in a submerged photocatalytic membrane reactor with binary TiO<inf>2</inf>-ZrO<inf>2</inf> particles,"Khan S., Kim J., Sotto A., Van der Bruggen B.",1226086X,Journal of Industrial and Engineering Chemistry,21, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,10,5,0,0,28
2014,Pervaporation of benzene/cyclohexane mixtures through mixed matrix membranes of chitosan and Ag<sup>+</sup>/carbon nanotubes,"Shen J.-N., Chu Y.-X., Ruan H.-M., Wu L.-G., Gao C.-J., Van der Bruggen B.",3767388,Journal of Membrane Science,462, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,4,6,4,0,28
2013,Membrane crystallization of sodium carbonate for carbon dioxide recovery: Effect of impurities on the crystal morphology,"Ye W., Lin J., Shen J., Luis P., Van Der Bruggen B.",15287483,Crystal Growth and Design,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,7,6,2,0,28
2012,"Municipal solid waste generation in growing urban areas in Africa: Current practices and relation to socioeconomic factors in Jimma, Ethiopia","Getahun T., Mengistie E., Haddis A., Wasie F., Alemayehu E., Dadi D., Van Gerven T., Van Der Bruggen B.",1676369,Environmental Monitoring and Assessment,184,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,2,7,8,1,0,28
2011,Application of tailor-made membranes in a multi-stage process for the purification of sweeteners from Stevia rebaudiana,"Vanneste J., Sotto A., Courtin C.M., Van Craeyveld V., Bernaerts K., Van Impe J., Vandeur J., Taes S., Van Der Bruggen B.",2608774,Journal of Food Engineering,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,1,3,1,3,0,0,28
2007,Cotton and polyester dyeing using nanofiltered wastewater,"De Vreese I., Van der Bruggen B.",1437208,Dyes and Pigments,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,0,2,3,2,2,2,4,3,0,28
2018,Tunable Nanoscale Interlayer of Graphene with Symmetrical Polyelectrolyte Multilayer Architecture for Lithium Extraction,"Zhao Y., Shi W., Van der Bruggen B., Gao C., Shen J.",21967350,Advanced Materials Interfaces,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6,0,27
2017,"Microcystis aeruginosa-laden water treatment using enhanced coagulation by persulfate/Fe(II), ozone and permanganate: Comparison of the simultaneous and successive oxidant dosing strategy","Liu B., Qu F., Chen W., Liang H., Wang T., Cheng X., Yu H., Li G., Van der Bruggen B.",431354,Water Research,125, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,0,27
